* Measurement data measured by REW V5.20.13
* Source: Psycho Filtered
* Format: 
* Dated: Apr 15, 2023 8:58:51 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/griff/Desktop/REW/Targets/711/Circumaural Targets/z - Legacy/KEMAR DF Test/Psycho.txt Format: Comma/Tab/Space delimited data 957 values loaded, 20 Hz to 20,040 Hz log spaced  LSQ      Fc   140.0 Hz  Gain  -0.10 dB Q   1.41
* Measurement: EQ Psycho
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
133.575485	1.178
134.543427	1.187
135.518387	1.194
136.500412	1.200
137.489548	1.203
138.485855	1.204
139.489380	1.203
140.500168	1.199
141.518295	1.194
142.543793	1.187
143.576721	1.179
144.617142	1.169
145.665100	1.158
146.720642	1.145
147.783844	1.133
148.854752	1.120
149.933411	1.107
151.019897	1.093
152.114243	1.081
153.216522	1.068
154.326797	1.056
155.445114	1.046
156.571533	1.037
157.706116	1.029
158.848923	1.022
160.000000	1.017
161.159424	1.013
162.327255	1.011
163.503540	1.011
164.688354	1.011
165.881760	1.013
167.083801	1.017
168.294571	1.021
169.514099	1.026
170.742462	1.034
171.979736	1.040
173.225967	1.048
174.481232	1.057
175.745605	1.065
177.019119	1.075
178.301880	1.085
179.593933	1.094
180.895340	1.104
182.206177	1.113
183.526520	1.122
184.856430	1.132
186.195984	1.140
187.545227	1.149
188.904266	1.156
190.273132	1.162
191.651932	1.169
193.040726	1.173
194.439575	1.176
195.848572	1.179
197.267761	1.180
198.697250	1.179
200.137085	1.176
201.587372	1.173
203.048157	1.167
204.519531	1.161
206.001556	1.152
207.494324	1.143
208.997925	1.133
210.512405	1.122
212.037857	1.111
213.574371	1.099
215.122025	1.089
216.680893	1.081
218.251053	1.074
219.832581	1.070
221.425583	1.069
223.030121	1.071
224.646286	1.076
226.274170	1.086
227.913849	1.099
229.565399	1.116
231.228928	1.137
232.904510	1.162
234.592224	1.189
236.292191	1.217
238.004456	1.247
239.729126	1.278
241.466309	1.309
243.216080	1.338
244.978516	1.365
246.753738	1.392
248.541809	1.415
250.342850	1.437
252.156937	1.454
253.984161	1.470
255.824646	1.483
257.678467	1.493
259.545685	1.501
261.426483	1.506
263.320862	1.511
265.229004	1.514
267.150970	1.517
269.086853	1.518
271.036774	1.520
273.000824	1.521
274.979095	1.523
276.971710	1.526
278.978760	1.527
281.000336	1.530
283.036591	1.534
285.087585	1.539
287.153442	1.543
289.234283	1.549
291.330200	1.555
293.441284	1.563
295.567688	1.572
297.709503	1.582
299.866821	1.593
302.039795	1.607
304.228485	1.622
306.433044	1.638
308.653595	1.656
310.890228	1.677
313.143066	1.699
315.412231	1.722
317.697845	1.746
320.000000	1.772
322.318848	1.798
324.654510	1.826
327.007080	1.854
329.376709	1.882
331.763519	1.910
334.167603	1.939
336.589142	1.968
339.028198	1.996
341.484924	2.024
343.959473	2.050
346.451935	2.076
348.962463	2.102
351.491211	2.125
354.038239	2.146
356.603760	2.165
359.187866	2.182
361.790680	2.196
364.412354	2.208
367.053040	2.218
369.712860	2.225
372.391968	2.231
375.090454	2.235
377.808533	2.238
380.546265	2.241
383.303864	2.245
386.081451	2.249
388.879150	2.255
391.697144	2.264
394.535522	2.274
397.394501	2.289
400.274170	2.307
403.174744	2.327
406.096313	2.351
409.039062	2.378
412.003113	2.406
414.988647	2.436
417.995850	2.465
421.024811	2.496
424.075714	2.527
427.148743	2.556
430.244049	2.585
433.361786	2.611
436.502106	2.637
439.665161	2.660
442.851166	2.683
446.060242	2.705
449.292572	2.728
452.548340	2.752
455.827698	2.778
459.130798	2.805
462.457855	2.836
465.809021	2.869
469.184448	2.904
472.584381	2.943
476.008911	2.984
479.458252	3.027
482.932617	3.072
486.432159	3.118
489.957031	3.164
493.507477	3.208
497.083618	3.251
500.685699	3.292
504.313873	3.330
507.968323	3.365
511.649292	3.396
515.356934	3.424
519.091370	3.447
522.852966	3.468
526.641724	3.486
530.458008	3.503
534.301941	3.518
538.173706	3.531
542.073547	3.545
546.001648	3.559
549.958191	3.574
553.943420	3.591
557.957520	3.610
562.000671	3.631
566.073181	3.654
570.175171	3.678
574.306885	3.706
578.468567	3.735
582.660400	3.765
586.882568	3.795
591.135376	3.824
595.419006	3.853
599.733643	3.880
604.079590	3.905
608.456970	3.928
612.866089	3.948
617.307190	3.966
621.780457	3.982
626.286133	3.995
630.824463	4.007
635.395691	4.018
640.000000	4.029
644.637695	4.039
649.309021	4.050
654.014160	4.063
658.753418	4.078
663.527039	4.094
668.335205	4.113
673.178284	4.134
678.056396	4.156
682.969849	4.180
687.918945	4.206
692.903870	4.233
697.924927	4.261
702.982422	4.289
708.076477	4.318
713.207520	4.347
718.375732	4.377
723.581360	4.408
728.824707	4.439
734.106079	4.470
739.425720	4.503
744.783936	4.536
750.180908	4.569
755.617065	4.602
761.092529	4.636
766.607727	4.671
772.162903	4.704
777.758301	4.735
783.394287	4.765
789.071045	4.791
794.789001	4.812
800.548340	4.828
806.349487	4.839
812.192627	4.843
818.078125	4.841
824.006226	4.833
829.977295	4.820
835.991699	4.801
842.049622	4.779
848.151428	4.754
854.297485	4.729
860.488098	4.704
866.723572	4.680
873.004211	4.660
879.330322	4.644
885.702332	4.633
892.120483	4.627
898.585144	4.626
905.096680	4.631
911.655396	4.640
918.261597	4.654
924.915710	4.671
931.618042	4.692
938.368896	4.715
945.168762	4.742
952.017822	4.771
958.916504	4.802
965.865234	4.834
972.864319	4.868
979.914062	4.904
987.014954	4.940
994.167236	4.977
1001.371399	5.014
1008.627747	5.050
1015.936646	5.086
1023.298584	5.121
1030.713867	5.156
1038.182739	5.191
1045.705933	5.225
1053.283447	5.260
1060.916016	5.296
1068.603882	5.333
1076.347412	5.371
1084.147095	5.412
1092.003296	5.455
1099.916382	5.501
1107.886841	5.548
1115.915039	5.597
1124.001343	5.647
1132.146362	5.697
1140.350342	5.747
1148.613770	5.797
1156.937134	5.846
1165.320801	5.893
1173.765137	5.939
1182.270752	5.984
1190.838013	6.026
1199.467285	6.068
1208.159180	6.109
1216.913940	6.149
1225.732178	6.190
1234.614380	6.230
1243.560913	6.271
1252.572266	6.312
1261.648926	6.354
1270.791382	6.397
1280.000000	6.441
1289.275391	6.486
1298.618042	6.532
1308.028320	6.579
1317.506836	6.628
1327.054077	6.678
1336.670410	6.729
1346.356567	6.782
1356.112793	6.837
1365.939697	6.894
1375.837891	6.954
1385.807739	7.016
1395.849854	7.082
1405.964844	7.152
1416.152954	7.226
1426.415039	7.303
1436.751465	7.386
1447.162720	7.474
1457.649414	7.567
1468.212158	7.665
1478.851440	7.768
1489.567871	7.877
1500.361816	7.990
1511.234131	8.107
1522.185059	8.229
1533.215454	8.355
1544.325806	8.483
1555.516602	8.614
1566.788574	8.748
1578.142090	8.884
1589.578003	9.021
1601.096680	9.159
1612.698975	9.298
1624.385254	9.438
1636.156250	9.579
1648.012451	9.719
1659.954590	9.860
1671.983398	10.001
1684.099243	10.142
1696.302856	10.282
1708.594971	10.423
1720.976196	10.562
1733.447144	10.700
1746.008423	10.837
1758.660645	10.972
1771.404663	11.105
1784.240967	11.236
1797.170288	11.365
1810.193359	11.491
1823.310791	11.614
1836.523193	11.734
1849.831421	11.852
1863.236084	11.966
1876.737793	12.077
1890.337524	12.186
1904.035645	12.293
1917.833008	12.398
1931.730469	12.503
1945.728638	12.606
1959.828125	12.710
1974.029907	12.815
1988.334473	12.921
2002.742798	13.028
2017.255493	13.138
2031.873291	13.250
2046.597168	13.364
2061.427734	13.480
2076.365479	13.598
2091.411865	13.717
2106.566895	13.837
2121.832031	13.956
2137.207764	14.075
2152.694824	14.192
2168.294189	14.307
2184.006592	14.419
2199.832764	14.528
2215.773682	14.634
2231.830078	14.736
2248.002686	14.835
2264.292725	14.931
2280.700684	15.024
2297.227539	15.114
2313.874268	15.202
2330.641602	15.289
2347.530273	15.375
2364.541504	15.459
2381.676025	15.544
2398.934570	15.627
2416.318359	15.710
2433.827881	15.792
2451.464355	15.873
2469.228760	15.952
2487.121826	16.028
2505.144531	16.101
2523.297852	16.169
2541.582764	16.233
2560.000000	16.290
2578.550781	16.341
2597.236084	16.386
2616.056641	16.423
2635.013672	16.453
2654.108154	16.477
2673.340820	16.495
2692.713135	16.507
2712.225586	16.514
2731.879395	16.516
2751.675781	16.514
2771.615479	16.508
2791.699707	16.498
2811.929688	16.486
2832.305908	16.471
2852.830078	16.452
2873.502930	16.431
2894.325439	16.407
2915.298828	16.381
2936.424316	16.353
2957.702881	16.323
2979.135742	16.292
3000.723633	16.260
3022.468262	16.228
3044.370117	16.195
3066.430908	16.163
3088.651611	16.132
3111.033203	16.101
3133.577148	16.071
3156.284180	16.041
3179.156006	16.011
3202.193359	15.980
3225.397949	15.950
3248.770508	15.918
3272.312500	15.885
3296.024902	15.850
3319.909180	15.813
3343.966797	15.776
3368.198486	15.737
3392.605713	15.697
3417.189941	15.656
3441.952393	15.614
3466.894287	15.573
3492.016846	15.530
3517.321289	15.487
3542.809326	15.443
3568.481934	15.398
3594.340576	15.351
3620.386719	15.302
3646.621582	15.250
3673.046387	15.196
3699.662842	15.139
3726.472168	15.078
3753.475586	15.015
3780.675049	14.950
3808.071289	14.882
3835.666016	14.813
3863.460938	14.743
3891.457275	14.672
3919.656250	14.601
3948.059814	14.531
3976.668945	14.460
4005.485596	14.389
4034.510986	14.318
4063.746582	14.247
4093.194336	14.174
4122.855469	14.100
4152.730957	14.024
4182.823730	13.946
4213.133789	13.865
4243.664062	13.782
4274.415527	13.695
4305.389648	13.606
4336.588379	13.516
4368.013184	13.423
4399.665527	13.329
4431.547363	13.235
4463.660156	13.140
4496.005371	13.046
4528.585449	12.954
4561.401367	12.864
4594.455078	12.776
4627.748535	12.691
4661.283203	12.610
4695.060547	12.532
4729.083008	12.458
4763.352051	12.388
4797.869141	12.320
4832.636719	12.256
4867.655762	12.193
4902.928711	12.132
4938.457520	12.073
4974.243652	12.014
5010.289062	11.956
5046.595703	11.899
5083.165527	11.841
5120.000000	11.783
5157.101562	11.724
5194.472168	11.665
5232.113281	11.606
5270.027344	11.546
5308.216309	11.485
5346.681641	11.423
5385.426270	11.361
5424.451172	11.298
5463.758789	11.235
5503.351562	11.172
5543.230957	11.108
5583.399414	11.044
5623.859375	10.980
5664.611816	10.918
5705.660156	10.856
5747.005859	10.795
5788.650879	10.735
5830.597656	10.678
5872.848633	10.621
5915.405762	10.567
5958.271484	10.514
6001.447266	10.463
6044.936523	10.413
6088.740234	10.363
6132.861816	10.314
6177.303223	10.264
6222.066406	10.214
6267.154297	10.162
6312.568359	10.107
6358.312012	10.050
6404.386719	9.989
6450.795898	9.923
6497.541016	9.854
6544.625000	9.781
6592.049805	9.703
6639.818359	9.621
6687.933594	9.536
6736.396973	9.449
6785.211426	9.361
6834.379883	9.273
6883.904785	9.188
6933.788574	9.107
6984.033691	9.033
7034.642578	8.969
7085.618652	8.917
7136.963867	8.880
7188.681152	8.862
7240.773438	8.864
7293.243164	8.889
7346.092773	8.938
7399.325684	9.011
7452.944336	9.108
7506.951172	9.226
7561.350098	9.364
7616.142578	9.519
7671.332031	9.686
7726.921875	9.861
7782.914551	10.040
7839.312500	10.217
7896.119629	10.389
7953.337891	10.551
8010.971191	10.701
8069.021973	10.835
8127.493164	10.951
8186.388672	11.045
8245.710938	11.117
8305.461914	11.167
8365.647461	11.193
8426.267578	11.195
8487.328125	11.175
8548.831055	11.132
8610.779297	11.069
8673.176758	10.986
8736.026367	10.887
8799.331055	10.773
8863.094727	10.646
8927.320312	10.510
8992.010742	10.367
9057.170898	10.220
9122.802734	10.073
9188.910156	9.927
9255.497070	9.786
9322.566406	9.648
9390.121094	9.516
9458.166016	9.390
9526.704102	9.268
9595.738281	9.148
9665.273438	9.028
9735.311523	8.907
9805.857422	8.782
9876.915039	8.651
9948.487305	8.514
10020.578125	8.368
10093.191406	8.215
10166.331055	8.054
10240.000000	7.887
10314.203125	7.716
10388.944336	7.544
10464.226562	7.376
10540.054688	7.214
10616.432617	7.062
10693.363281	6.923
10770.852539	6.802
10848.902344	6.701
10927.517578	6.623
11006.703125	6.570
11086.461914	6.541
11166.798828	6.532
11247.718750	6.541
11329.223633	6.564
11411.320312	6.597
11494.011719	6.633
11577.301758	6.671
11661.195312	6.704
11745.697266	6.731
11830.811523	6.748
11916.542969	6.754
12002.894531	6.747
12089.873047	6.727
12177.480469	6.693
12265.723633	6.645
12354.606445	6.584
12444.132812	6.510
12534.308594	6.425
12625.136719	6.329
12716.624023	6.224
12808.773438	6.110
12901.591797	5.989
12995.082031	5.863
13089.250000	5.733
13184.099609	5.600
13279.636719	5.465
13375.867188	5.329
13472.793945	5.193
13570.422852	5.057
13668.759766	4.922
13767.809570	4.788
13867.577148	4.654
13968.067383	4.520
14069.285156	4.387
14171.237305	4.254
14273.927734	4.120
14377.362305	3.986
14481.546875	3.851
14586.486328	3.716
14692.185547	3.579
14798.651367	3.442
14905.888672	3.303
15013.902344	3.163
15122.700195	3.022
15232.285156	2.879
15342.664062	2.735
15453.843750	2.591
15565.829102	2.444
15678.625000	2.297
15792.239258	2.149
15906.675781	1.999
16021.942383	1.849
16138.043945	1.697
16254.986328	1.544
16372.777344	1.390
16491.421875	1.235
16610.923828	1.080
16731.294922	0.923
16852.535156	0.766
16974.656250	0.608
17097.662109	0.449
17221.558594	0.291
17346.353516	0.132
17472.052734	-0.025
17598.662109	-0.182
17726.189453	-0.337
17854.640625	-0.489
17984.021484	-0.638
18114.341797	-0.782
18245.605469	-0.919
18377.820312	-1.049
18510.994141	-1.169
18645.132812	-1.278
18780.242188	-1.375
18916.332031	-1.459
19053.408203	-1.527
19191.476562	-1.581
19330.546875	-1.621
19470.623047	-1.650
19611.714844	-1.668
19753.830078	-1.678
19896.974609	-1.685
